time_period,time_identifier,geographic_level,country_code,country_name,age,breakdown_topic,breakdown,number-in_ss_cohort,percentage-level_2,number-level_2,percentage-level_3,number-level_3,percentage-l2_eng_gcse_ac,number-l2_eng_gcse_ac,percentage-l2_eng_gcse_othl2,number-l2_eng_gcse_othl2,percentage-l2_maths_gcse_ac,number-l2_maths_gcse_ac,percentage-l2_maths_gcse_othl2,number-l2_maths_gcse_othl2,percentage-l2_em_gcse_ac,number-l2_em_gcse_ac,percentage-l2_em_gcse_othl2,number-l2_em_gcse_othl2,percentage-l2_with_em,number-l2_with_em,percentage-l2_eng_fsq,number-l2_eng_fsq,percentage-l2_maths_fsq,number-l2_maths_fsq
201516,Academic year,National,E92000001,England,18,Income Deprivation Affecting Children Index,25% least deprived,142956,90.50966731,129389,63.40692241,90644,83.78871821,119781,87.43039816,124987,84.38190772,120629,86.15098352,123158,78.93127955,112837,82.08819497,117350,80.01972635,114393,x,x,x,x
201516,Academic year,National,E92000001,England,18,Special Educational Need,No identified SEN,453401,89.01016981,403573,56.70918238,257120,82.3879965,373548,86.61317465,392705,82.2512522,372928,84.34586602,382425,75.79802427,343669,79.47137302,360324,76.32537202,346060,x,x,x,x
201516,Academic year,National,E92000001,England,18,Special Educational Need,Identified SEN,119918,59.76167047,71665,19.83772244,23789,36.203906,43415,45.19171434,54193,38.15857503,45759,42.71085242,51218,28.21678147,33837,34.18002302,40988,30.37575677,36426,x,x,x,x
201516,Academic year,National,E92000001,England,18,Total,Total,573319,82.89242115,475238,48.99698074,280909,72.72792285,416963,77.94927431,446898,73.02862804,418687,75.63729791,433643,65.84571591,377506,69.99802902,401312,66.71434228,382486,4.577556299,26244,2.053132724,11771
201516,Academic year,National,E92000001,England,19,Sex,Male,292138,82.38092956,240666,52.30096735,152791,67.20214419,196323,74.45590782,217514,72.64888512,212235,76.05070207,222173,62.50402207,182598,68.5877907,200371,65.28729573,190729,x,x,x,x
201516,Academic year,National,E92000001,England,19,Sex,Female,281178,88.32661161,248355,62.20152359,174897,80.25805717,225668,84.48385009,237550,74.17329948,208559,77.07466445,216717,70.77331797,198999,74.35396795,209067,72.40822539,203596,x,x,x,x
201516,Academic year,National,E92000001,England,19,Free School Meal status,FSM eligible,85644,70.41707534,60308,36.27107562,31064,52.80113026,45221,61.19167718,52407,52.20914483,44714,56.82826584,48670,43.62827519,37365,49.86105273,42703,45.856102,39273,x,x,x,x
201516,Academic year,National,E92000001,England,19,Free School Meal status,FSM not eligible,487675,87.90977598,428714,60.82411442,296624,77.25842005,376770,82.56666838,402657,77.11693238,376080,80.01640437,390220,70.58635362,344232,75.20069719,366735,72.80504434,355052,x,x,x,x
201516,Academic year,National,E92000001,England,19,Income Deprivation Affecting Children Index,Attainment gap (between least and most deprived),x,13.57255729,x,24.27352642,x,21.16639559,x,18.13614189,x,22.17928929,x,20.31510737,x,24.91504079,x,23.02149018,x,25.03886884,x,x,x,x,x
201516,Academic year,National,E92000001,England,19,Income Deprivation Affecting Children Index,25% most deprived,142957,78.49982862,112221,46.24327595,66108,63.24768986,90417,70.29946068,100498,62.48032625,89320,66.48852452,95050,54.57165441,78014,60.15025497,85989,56.5344824,80820,x,x,x,x
201516,Academic year,National,E92000001,England,19,Income Deprivation Affecting Children Index,Lower middle,142957,82.79762446,118365,51.57215107,73726,69.41318019,99231,76.07672237,108757,69.08231146,98758,72.68689186,103911,61.46463622,87868,66.9432067,95700,63.93810726,91404,x,x,x,x
201516,Academic year,National,E92000001,England,19,Income Deprivation Affecting Children Index,Upper middle,142957,87.94812426,125728,60.44824668,86415,77.48553761,110771,82.81721077,118393,77.50092685,110793,80.37241968,114898,70.87795631,101325,75.56188224,108021,73.24510167,104709,x,x,x,x
201516,Academic year,National,E92000001,England,19,Income Deprivation Affecting Children Index,25% least deprived,142956,92.07238591,131623,70.51680237,100808,84.41408545,120675,88.43560256,126424,84.65961555,121026,86.80363189,124091,79.48669521,113631,83.17174515,118899,81.57335124,116614,x,x,x,x
201516,Academic year,National,E92000001,England,19,Special Educational Need,No identified SEN,453401,90.90473995,412163,64.8800951,294167,83.10502182,376799,87.7086729,397672,82.56576408,374354,85.07678633,385739,76.44182523,346588,80.69744001,365883,78.2212655,354656,x,x,x,x
201516,Academic year,National,E92000001,England,19,Special Educational Need,Identified SEN,119918,64.09296353,76859,27.95326807,33521,37.68575193,45192,47.85937057,57392,38.72646308,46440,44.32278724,53151,29.19411598,35009,36.32065245,43555,33.08010474,39669,x,x,x,x
201516,Academic year,National,E92000001,England,19,Total,Total,573319,85.2966673,489022,57.15631263,327688,73.60492152,421991,79.37361225,455064,73.39613723,420794,76.55249521,438890,66.55928026,381597,71.41539004,409438,68.77933576,394325,5.151233432,29533,2.60762333,14950
201516,Academic year,National,E92000001,England,19 not 16,Sex,Male,292138,x,x,x,x,16.29684634,18655,32.24007991,35506,8.011558564,6959,17.30100943,14637,14.2194866,18158,25.73021795,31792,x,x,x,x,x,x
201516,Academic year,National,E92000001,England,19 not 16,Sex,Female,281178,x,x,x,x,19.34499593,13314,34.34462002,22822,9.487604542,7612,17.82755016,13985,14.04319858,13426,22.63598326,21099,x,x,x,x,x,x
201516,Academic year,National,E92000001,England,19 not 16,Free School Meal status,FSM eligible,85644,x,x,x,x,11.15043081,5073,24.43560305,10748,4.973068351,2142,12.05042816,5066,8.355953759,4402,16.24536766,8329,x,x,x,x,x,x
201516,Academic year,National,E92000001,England,19 not 16,Free School Meal status,FSM not eligible,487675,x,x,x,x,19.5180006,26896,35.88289416,47580,10.02144746,12429,19.46599896,23556,15.93084249,27182,26.92535438,44562,x,x,x,x,x,x
201516,Academic year,National,E92000001,England,19 not 16,Income Deprivation Affecting Children Index,25% most deprived,142957,x,x,x,x,14.14190934,8654,28.09774602,16592,6.196222455,3543,14.01726583,7810,10.95403938,7989,19.5424052,13837,x,x,x,x,x,x
201516,Academic year,National,E92000001,England,19 not 16,Income Deprivation Affecting Children Index,Lower middle,142957,x,x,x,x,16.08904241,8384,31.77737882,15930,7.805427505,3742,16.46663672,7697,12.59876249,7941,22.72838759,13900,x,x,x,x,x,x
201516,Academic year,National,E92000001,England,19 not 16,Income Deprivation Affecting Children Index,Upper middle,142957,x,x,x,x,19.59530352,7844,36.26031449,13974,10.21160181,3658,19.86577181,6956,16.0611315,7966,27.41476387,13195,x,x,x,x,x,x
201516,Academic year,National,E92000001,England,19 not 16,Income Deprivation Affecting Children Index,25% least deprived,142956,x,x,x,x,23.94005598,7013,41.40705299,11683,14.06403072,3589,24.40089765,6089,20.62310524,7619,32.98512452,11841,x,x,x,x,x,x
201516,Academic year,National,E92000001,England,19 not 16,Special Educational Need,No identified SEN,453401,x,x,x,x,23.55547572,23604,41.84354977,40097,12.37543093,11164,22.9256846,20126,18.92628351,24935,31.22519705,39735,x,x,x,x,x,x
201516,Academic year,National,E92000001,England,19 not 16,Special Educational Need,Identified SEN,119918,x,x,x,x,10.06727564,8365,22.57513281,18231,4.43129349,3407,11.28841529,8496,7.262063392,6649,14.69632145,13156,x,x,x,x,x,x
201516,Academic year,National,E92000001,England,19 not 16,Total,Total,573319,x,x,x,x,17.44109287,31969,33.03149227,58328,8.720136927,14571,17.55401684,28622,14.14382059,31584,24.39936892,52891,x,x,x,x,x,x
201617,Academic year,National,E92000001,England,16,Sex,Male,285730,58.75651839,167885,x,x,63.54460505,181566,63.85608792,182456,68.40058797,195441,68.5654289,195912,56.87572184,162511,57.11475869,163194,51.01354426,145761,x,x,x,x
201617,Academic year,National,E92000001,England,16,Sex,Female,274479,69.66689619,191221,x,x,77.7050339,213284,77.91852929,213870,70.28224381,192910,70.41121543,193264,65.83745933,180710,66.00177063,181161,61.95410214,170051,x,x,x,x
201617,Academic year,National,E92000001,England,16,Disadvantaged status,Non disadvantaged,408454,71.59900503,292449,x,x,76.85369711,313912,77.08285388,314848,76.34299089,311826,76.4492452,312260,68.65987357,280444,68.84006522,281180,64.28043305,262556,x,x,x,x
201617,Academic year,National,E92000001,England,16,Disadvantaged status,Disadvantaged,151755,43.92408817,66657,x,x,53.33465125,80938,53.69048796,81478,50.42667457,76525,50.68432671,76916,41.36733551,62777,41.62960034,63175,35.09340714,53256,x,x,x,x
201617,Academic year,National,E92000001,England,16,Free School Meal status,FSM not eligible,479114,68.03203413,325951,x,x,73.95651139,354336,74.2080173,355541,73.09095539,350189,73.21889989,350802,65.17905968,312282,65.36941104,313194,60.48602212,289797,x,x,x,x
201617,Academic year,National,E92000001,England,16,Free School Meal status,FSM eligible,81095,40.88414822,33155,x,x,49.95869042,40514,50.29286639,40785,47.05838831,38162,47.3198101,38374,38.15155065,30939,38.42530366,31161,32.07965966,26015,x,x,x,x
201617,Academic year,National,E92000001,England,16,Income Deprivation Affecting Children Index,Attainment gap (between least and most deprived),x,26.63936539,x,x,x,21.13817596,x,21.123151,x,23.6776936,x,23.58968064,x,25.79355184,x,25.76349971,x,28.84395457,x,x,x,x,x
201617,Academic year,National,E92000001,England,16,Income Deprivation Affecting Children Index,25% most deprived,139751,51.31340742,71711,x,x,60.09044658,83977,60.35162539,84342,57.68044594,80609,57.86935335,80873,48.86905997,68295,49.08444305,68596,42.6508576,59605,x,x,x,x
201617,Academic year,National,E92000001,England,16,Income Deprivation Affecting Children Index,Lower middle,139750,58.50232558,81757,x,x,66.35277281,92728,66.62826476,93113,64.83935599,90613,65.00035778,90838,56.02647585,78297,56.23542039,78589,50.3234347,70327,x,x,x,x
201617,Academic year,National,E92000001,England,16,Income Deprivation Affecting Children Index,Upper middle,139750,68.71127013,96024,x,x,74.33703041,103886,74.60679785,104263,73.49624329,102711,73.63363148,102903,65.59570662,91670,65.79534884,91949,61.11198569,85404,x,x,x,x
201617,Academic year,National,E92000001,England,16,Income Deprivation Affecting Children Index,25% least deprived,139750,77.95277281,108939,x,x,81.22862254,113517,81.47477639,113861,81.35813953,113698,81.45903399,113839,74.66261181,104341,74.84794275,104600,71.49481216,99914,x,x,x,x
201617,Academic year,National,E92000001,England,16,Special Educational Need,No identified SEN,450286,72.51457962,326523,x,x,79.37777324,357427,79.5800891,358338,77.85229832,350558,77.96178429,351051,70.29643382,316535,70.47654158,317346,65.27251569,293913,x,x,x,x
201617,Academic year,National,E92000001,England,16,Special Educational Need,Identified SEN,109923,29.64165825,32583,x,x,34.04474041,37423,34.55873657,37988,34.38133967,37793,34.68336927,38125,24.2769939,26686,24.57083595,27009,19.92212731,21899,x,x,x,x
201617,Academic year,National,E92000001,England,16,Total,Total,560209,64.10214759,359106,x,x,70.48262345,394850,70.74609655,396326,69.3225207,388351,69.46978717,389176,61.26659872,343221,61.46902317,344355,56.37396043,315812,0.226165592,1267,0.105853351,593
201617,Academic year,National,E92000001,England,17,Sex,Female,274479,78.18776664,214609,25.20374965,69179,80.71145698,221536,82.48099126,226393,72.81686395,199867,73.83005622,202648,69.55359062,190910,70.79922326,194329,66.87542581,183559,x,x,x,x
201617,Academic year,National,E92000001,England,17,Sex,Male,285730,67.6617786,193330,17.49413782,49986,67.6327302,193247,70.66391348,201908,70.71501067,202054,72.13348266,206107,61.40132293,175442,63.75669338,182172,57.06646134,163056,x,x,x,x
201617,Academic year,National,E92000001,England,17,Disadvantaged status,Non disadvantaged,408454,79.47504493,324619,25.99386957,106173,80.49964011,328804,82.59926454,337380,78.7932056,321834,79.84448677,326128,72.98349386,298104,74.65026662,304912,69.89918081,285506,x,x,x,x
201617,Academic year,National,E92000001,England,17,Disadvantaged status,Disadvantaged,151755,54.90428651,83320,8.561167672,12992,56.65645284,85979,59.91301769,90921,52.77387895,80087,54.4476294,82627,44.97248855,68248,47.17406346,71589,40.26819545,61109,x,x,x,x
201617,Academic year,National,E92000001,England,17,Free School Meal status,FSM not eligible,479114,76.3768122,365932,23.57956561,112973,77.56629946,371631,79.82797414,382467,75.53964192,361921,76.67799313,367375,69.42731792,332636,71.17011818,340986,66.06632242,316533,x,x,x,x
201617,Academic year,National,E92000001,England,17,Free School Meal status,FSM eligible,81095,51.79974104,42007,7.635489241,6192,53.21166533,43152,56.51889759,45834,49.3248659,40000,51.02657377,41380,41.57592947,33716,43.79431531,35515,37.0947654,30082,x,x,x,x
201617,Academic year,National,E92000001,England,17,Income Deprivation Affecting Children Index,Attainment gap (between least and most deprived),x,22.65947593,x,21.17790375,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
201617,Academic year,National,E92000001,England,17,Income Deprivation Affecting Children Index,25% most deprived,139751,61.76127541,86312,12.0485721,16838,63.64319397,88942,66.43029388,92837,60.08615323,83971,61.55877239,86029,52.72663523,73686,54.70586973,76452,48.04545227,67144,x,x,x,x
201617,Academic year,National,E92000001,England,17,Income Deprivation Affecting Children Index,Lower middle,139750,68.27048301,95408,16.31699463,22803,70.04651163,97890,72.7842576,101716,67.31520572,94073,68.70411449,96014,60.2118068,84146,62.24472272,86987,56.06153846,78346,x,x,x,x
201617,Academic year,National,E92000001,England,17,Income Deprivation Affecting Children Index,Upper middle,139750,76.89946333,107467,23.53416816,32889,77.93774597,108918,80.25545617,112157,75.97567084,106176,77.12200358,107778,69.91341682,97704,71.68944544,100186,66.76207513,93300,x,x,x,x
201617,Academic year,National,E92000001,England,17,Income Deprivation Affecting Children Index,25% least deprived,139750,84.42075134,117978,33.22647585,46434,84.62182469,118259,86.43005367,120786,83.68586762,116951,84.56171735,118175,78.82504472,110158,80.28550984,112199,76.71556351,107210,x,x,x,x
201617,Academic year,National,E92000001,England,17,Special Educational Need,No identified SEN,450286,80.28586276,361516,25.27393701,113805,82.85756164,373096,84.91558698,382363,80.31095792,361629,81.37628085,366426,74.57393745,335796,76.27707724,343465,70.94291184,319446,x,x,x,x
201617,Academic year,National,E92000001,England,17,Special Educational Need,Identified SEN,109923,42.23228988,46423,4.876140571,5360,37.9238194,41687,41.79107193,45938,36.65474923,40292,38.5078646,42329,27.79764017,30556,30.05376491,33036,24.71639238,27169,x,x,x,x
201617,Academic year,National,E92000001,England,17,Total,Total,560209,72.81907288,407939,21.27152545,119165,74.04075979,414783,76.45378778,428301,71.74483095,401921,72.96473281,408755,65.39559343,366352,67.20723873,376501,61.87244403,346615,2.379290586,13329,1.111906449,6229
201617,Academic year,National,E92000001,England,18,Sex,Male,285730,77.21310328,220621,43.67409792,124790,69.76236307,199332,73.79624121,210858,71.81884996,205208,73.95548245,211313,63.56490393,181624,66.85612291,191028,62.72425017,179222,x,x,x,x
201617,Academic year,National,E92000001,England,18,Sex,Female,274479,84.59845744,232205,54.96267474,150861,82.19827382,225617,84.40244973,231667,74.00019674,203115,75.61307058,207542,71.27576244,195637,73.10613927,200661,70.67098029,193977,x,x,x,x
201617,Academic year,National,E92000001,England,18,Disadvantaged status,Non disadvantaged,408454,86.62346311,353817,56.54663683,230967,82.22419171,335848,84.8949943,346757,79.92185167,326444,81.52472494,332991,74.91516793,305994,77.26255588,315582,74.50018852,304299,x,x,x,x
201617,Academic year,National,E92000001,England,18,Disadvantaged status,Disadvantaged,151755,65.24266087,99009,29.44482884,44684,58.71371619,89101,63.10698165,95768,53.95472966,81879,56.58067279,85864,46.96187934,71267,50.1512306,76107,45.40212843,68900,x,x,x,x
201617,Academic year,National,E92000001,England,18,Free School Meal status,FSM not eligible,479114,83.96728127,402299,52.89325714,253419,79.33685929,380114,82.23220361,393986,76.66776592,367326,78.40597436,375654,71.36422647,341916,73.82627099,353712,70.75831639,339013,x,x,x,x
201617,Academic year,National,E92000001,England,18,Free School Meal status,FSM eligible,81095,62.30593748,50527,27.41476047,22232,55.28700906,44835,59.85449165,48539,50.55428818,40997,53.27208829,43201,43.58468463,35345,46.83026081,37977,42.15549664,34186,x,x,x,x
201617,Academic year,National,E92000001,England,18,Income Deprivation Affecting Children Index,Attainment gap (between least and most deprived),x,18.14291018,x,26.43461377,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
201617,Academic year,National,E92000001,England,18,Income Deprivation Affecting Children Index,25% most deprived,139751,71.69751916,100198,37.27486744,52092,65.68325092,91793,69.49646156,97122,61.24822005,85595,63.60670049,88891,54.74951879,76513,57.68044594,80609,53.31482422,74508,x,x,x,x
201617,Academic year,National,E92000001,England,18,Income Deprivation Affecting Children Index,Lower middle,139750,77.47191413,108267,43.05044723,60163,72.02075134,100649,75.62075134,105680,68.60035778,95869,70.74060823,98860,62.33846154,87118,65.22504472,91152,61.38246869,85782,x,x,x,x
201617,Academic year,National,E92000001,England,18,Income Deprivation Affecting Children Index,Upper middle,139750,84.40429338,117955,52.89373882,73919,79.7273703,111419,82.64686941,115499,77.1391771,107802,78.86654741,110216,71.89338104,100471,74.39284436,103964,71.43112701,99825,x,x,x,x
201617,Academic year,National,E92000001,England,18,Income Deprivation Affecting Children Index,25% least deprived,139750,89.84042934,125552,63.70948122,89034,86.07584973,120291,88.29194991,123388,84.64472272,118291,85.93846154,120099,80.48515206,112478,82.47084079,115253,80.44293381,112419,x,x,x,x
201617,Academic year,National,E92000001,England,18,Special Educational Need,No identified SEN,450286,87.12707035,392321,56.31443127,253576,84.48763675,380436,87.04290162,391942,81.37406004,366416,82.96504888,373580,76.47428523,344353,78.81768476,354905,75.62304846,340520,x,x,x,x
201617,Academic year,National,E92000001,England,18,Special Educational Need,Identified SEN,109923,55.04307561,60505,20.08223939,22075,40.49470993,44513,46.01675718,50583,38.1239595,41907,41.18792245,45275,29.93731976,32908,33.4634244,36784,29.72899211,32679,x,x,x,x
201617,Academic year,National,E92000001,England,18,Total,Total,560209,80.8316182,452826,49.20502884,275651,75.85543967,424949,78.99284017,442525,72.88761873,408323,74.76763137,418855,67.34290238,377261,69.91836975,391689,66.61781585,373199,3.106162164,17401,1.761485446,9868
201617,Academic year,National,E92000001,England,19,Sex,Female,274479,86.88569982,238483,62.70097166,172101,83.06063488,227984,85.59270472,234934,74.45779094,204371,76.69621355,210515,71.97672682,197561,74.45706229,204369,72.5272243,199072,x,x,x,x
201617,Academic year,National,E92000001,England,19,Sex,Male,285730,80.49557274,230000,52.67945263,150521,70.88335142,202535,75.64623946,216144,72.31232282,206618,75.04812235,214435,64.52140132,184357,68.68127253,196243,65.33510657,186682,x,x,x,x
201617,Academic year,National,E92000001,England,19,Disadvantaged status,Non disadvantaged,408454,88.97525792,363423,64.85650771,264909,83.07740896,339333,86.20383201,352103,80.35347922,328207,82.47342418,336866,75.67633075,309103,78.70751664,321484,76.56357876,312727,x,x,x,x
201617,Academic year,National,E92000001,England,19,Disadvantaged status,Disadvantaged,151755,69.2300089,105060,38.03037791,57713,60.08764126,91186,65.22025633,98975,54.54976772,82782,58.04355705,88084,47.98194458,72815,52.14193931,79128,48.12164344,73027,x,x,x,x
201617,Academic year,National,E92000001,England,19,Free School Meal status,FSM not eligible,479114,86.5326415,414590,61.24784498,293447,80.24603748,384470,83.63187049,400692,77.11838936,369485,79.42139032,380519,72.15067813,345684,75.34135926,360971,72.91417074,349342,x,x,x,x
201617,Academic year,National,E92000001,England,19,Free School Meal status,FSM eligible,81095,66.45662495,53893,35.97632406,29175,56.78401874,46049,62.13206733,50386,51.17948086,41504,54.78882792,44431,44.68092977,36234,48.88217523,39641,44.90042543,36412,x,x,x,x
201617,Academic year,National,E92000001,England,19,Income Deprivation Affecting Children Index,Attainment gap (between least and most deprived),x,16.14007471,x,24.14917258,x,19.64484487,x,17.7836961,x,23.1245928,x,21.6627191,x,25.26551564,x,24.00829776,x,26.05192143,x,x,x,x,x
201617,Academic year,National,E92000001,England,19,Income Deprivation Affecting Children Index,25% most deprived,139751,75.44060508,105429,46.86835872,65499,67.07000308,93731,71.5300785,99964,61.84428018,86428,64.99488376,90831,55.81069187,77996,59.61245358,83309,56.01963492,78288,x,x,x,x
201617,Academic year,National,E92000001,England,19,Income Deprivation Affecting Children Index,Lower middle,139750,80.75277281,112852,51.79391771,72382,73.14060823,102214,77.33094812,108070,69.13846154,96621,71.96923077,100577,63.25652952,88401,67.02110912,93662,63.91127013,89316,x,x,x,x
201617,Academic year,National,E92000001,England,19,Income Deprivation Affecting Children Index,Upper middle,139750,86.81860465,121329,60.79427549,84960,80.55813953,112580,83.98640429,117371,77.58568873,108426,79.88694097,111642,72.64973166,101528,75.88694097,106052,73.53631485,102767,x,x,x,x
201617,Academic year,National,E92000001,England,19,Income Deprivation Affecting Children Index,25% least deprived,139750,91.58067979,127984,71.01753131,99247,86.71484794,121184,89.3137746,124816,84.96887299,118744,86.65760286,121104,81.07620751,113304,83.62075134,116860,82.07155635,114695,x,x,x,x
201617,Academic year,National,E92000001,England,19,Special Educational Need,No identified SEN,450286,89.36853466,402414,64.76617083,291633,85.2698063,383958,88.19972195,397151,81.77447222,368219,83.8602577,377611,77.20426573,347640,80.18836917,361077,77.66841519,349730,x,x,x,x
201617,Academic year,National,E92000001,England,19,Special Educational Need,Identified SEN,109923,60.10480063,66069,28.19155227,30989,42.3578323,46561,49.05888668,53927,38.90905452,42770,43.06560047,47339,31.18364673,34278,35.96608535,39535,32.77203133,36024,x,x,x,x
201617,Academic year,National,E92000001,England,19,Total,Total,560209,83.62646798,468483,57.58957818,322622,76.84971145,430519,80.5195918,451078,73.36351255,410989,75.85561817,424950,68.17419927,381918,71.51116815,400612,68.85894372,385754,3.63989154,20391,2.369829831,13276
201617,Academic year,National,E92000001,England,19 not 16,Sex,Male,285730,x,x,x,x,20.13075535,20969,32.62002053,33688,12.3791381,11177,20.62281503,18523,17.72940861,21846,26.97084938,33049,x,x,x,x,x,x
201617,Academic year,National,E92000001,England,19 not 16,Sex,Female,274479,x,x,x,x,24.02157039,14700,34.75391444,21064,14.05068102,11461,21.24115003,17251,17.97075793,16851,24.86980004,23208,x,x,x,x,x,x
201617,Academic year,National,E92000001,England,19 not 16,Disadvantaged status,Non disadvantaged,408454,x,x,x,x,26.88857862,25421,39.79979916,37255,16.95264313,16381,25.57955798,24606,22.38809468,28659,31.6671119,40304,x,x,x,x,x,x
201617,Academic year,National,E92000001,England,19 not 16,Disadvantaged status,Disadvantaged,151755,x,x,x,x,14.47110157,10248,24.89719254,17497,8.317160707,6257,14.92270073,11168,11.28144036,10038,18.00970874,15953,x,x,x,x,x,x
201617,Academic year,National,E92000001,England,19 not 16,Free School Meal status,FSM not eligible,479114,x,x,x,x,24.15009056,30134,36.53791686,45151,14.96684119,19296,23.15995386,29717,20.02133883,33402,28.79520251,47777,x,x,x,x,x,x
201617,Academic year,National,E92000001,England,19 not 16,Free School Meal status,FSM eligible,81095,x,x,x,x,13.63938789,5535,23.81791119,9601,7.784221927,3342,14.1780389,6057,10.55706197,5295,16.98241679,8480,x,x,x,x,x,x
201617,Academic year,National,E92000001,England,19 not 16,Income Deprivation Affecting Children Index,25% most deprived,139751,x,x,x,x,17.48843547,9754,28.19397571,15622,9.839031484,5819,16.91293862,9958,13.57618674,9701,20.67739442,14713,x,x,x,x,x,x
201617,Academic year,National,E92000001,England,19 not 16,Income Deprivation Affecting Children Index,Lower middle,139750,x,x,x,x,20.17353579,9486,32.07110234,14957,12.22703869,6008,19.91126922,9739,16.4418336,10104,24.64478998,15073,x,x,x,x,x,x
201617,Academic year,National,E92000001,England,19 not 16,Income Deprivation Affecting Children Index,Upper middle,139750,x,x,x,x,24.2415793,8694,36.93747006,13108,15.42968223,5715,23.71699189,8739,20.50332779,9858,29.50356687,14103,x,x,x,x,x,x
201617,Academic year,National,E92000001,England,19 not 16,Income Deprivation Affecting Children Index,25% least deprived,139750,x,x,x,x,29.22654672,7667,42.31526903,10955,19.3689544,5046,28.0382849,7265,25.31277359,8963,34.87908962,12260,x,x,x,x,x,x
201617,Academic year,National,E92000001,England,19 not 16,Special Educational Need,No identified SEN,450286,x,x,x,x,28.57127473,26531,42.21190238,38813,17.70916894,17661,26.76475034,26560,23.25590089,31105,32.89529111,43731,x,x,x,x,x,x
201617,Academic year,National,E92000001,England,19 not 16,Special Educational Need,Identified SEN,109923,x,x,x,x,12.60413793,9138,22.1575033,15939,6.900041592,4977,12.83322655,9214,9.120943811,7592,15.10721953,12526,x,x,x,x,x,x
201617,Academic year,National,E92000001,England,19 not 16,Total,Total,560209,x,x,x,x,21.57064327,35669,33.40920047,54752,13.17250288,22638,20.91643133,35774,17.83370509,38697,26.06252374,56257,x,x,x,x,x,x
201718,Academic year,National,E92000001,England,16,Sex,Female,271670,68.34284242,185667,x,x,76.29550558,207272,76.44752825,207685,68.92811131,187257,69.04700556,187580,63.81529061,173367,63.93823389,173701,60.86097103,165341,x,x,x,x
201718,Academic year,National,E92000001,England,16,Sex,Male,283329,57.06828457,161691,x,x,63.0006106,178499,63.20355488,179074,67.5133855,191285,67.68068218,191759,55.66602783,157718,55.83508924,158197,50.89136657,144190,x,x,x,x
201718,Academic year,National,E92000001,England,16,Disadvantaged status,Non disadvantaged,402683,70.56121068,284138,x,x,76.06256038,306291,76.21603097,306909,75.39354778,303597,75.50033153,304027,67.21167767,270650,67.34478486,271186,63.68557898,256451,x,x,x,x
201718,Academic year,National,E92000001,England,16,Disadvantaged status,Disadvantaged,152318,41.50527187,63220,x,x,52.18030699,79480,52.42321984,79850,49.20298323,74945,49.44392652,75312,39.67686025,60435,39.85871663,60712,34.84814664,53080,x,x,x,x
201718,Academic year,National,E92000001,England,16,Free School Meal status,FSM not eligible,478084,66.58516077,318333,x,x,72.93007087,348667,73.09615047,349461,71.87063361,343602,71.99801708,344211,63.45976858,303391,63.59991131,304061,59.70666243,285448,x,x,x,x
201718,Academic year,National,E92000001,England,16,Free School Meal status,FSM eligible,76917,37.7354811,29025,x,x,48.23901088,37104,48.49123081,37298,45.42558862,34940,45.67000793,35128,36.0050444,27694,36.19095909,27837,31.31037352,24083,x,x,x,x
201718,Academic year,National,E92000001,England,16,Income Deprivation Affecting Children Index,Attainment gap (between least and most deprived),x,28.10100164,x,x,x,22.26268843,x,22.26702296,x,24.57447945,x,24.49287049,x,26.92738648,x,26.93533187,x,28.89610926,x,x,x,x,x
201718,Academic year,National,E92000001,England,16,Income Deprivation Affecting Children Index,25% most deprived,138464,48.98962907,67833,x,x,58.6282355,81179,58.80012133,81417,56.14816848,77745,56.3272764,77993,46.71466952,64683,46.85694477,64880,41.97625376,58122,x,x,x,x
201718,Academic year,National,E92000001,England,16,Income Deprivation Affecting Children Index,Lower middle,138464,56.91082159,78801,x,x,65.11223134,90157,65.32167206,90447,63.54575919,87988,63.71981165,88229,54.22998036,75089,54.39175526,75313,49.87000231,69052,x,x,x,x
201718,Academic year,National,E92000001,England,16,Income Deprivation Affecting Children Index,Upper middle,138464,67.44207881,93383,x,x,73.48119367,101745,73.63719089,101961,72.48671135,100368,72.60948694,100538,64.11991565,88783,64.25135775,88965,60.4525364,83705,x,x,x,x
201718,Academic year,National,E92000001,England,16,Income Deprivation Affecting Children Index,25% least deprived,138463,77.09063071,106742,x,x,80.89092393,112004,81.06714429,112248,80.72264793,111771,80.8201469,111906,73.642056,101967,73.79227664,102175,70.87236301,98132,x,x,x,x
201718,Academic year,National,E92000001,England,16,Special Educational Need,No identified SEN,464478,70.07371716,325477,x,x,76.84669672,356936,76.98771524,357591,75.17298989,349162,75.2864506,349689,66.90349166,310752,67.03589836,311367,62.95518841,292413,x,x,x,x
201718,Academic year,National,E92000001,England,16,Special Educational Need,Identified SEN,90523,24.17175745,21881,x,x,31.85378302,28835,32.22164533,29168,32.45583995,29380,32.75410669,29650,22.46169482,20333,22.68042376,20531,18.91011124,17118,x,x,x,x
201718,Academic year,National,E92000001,England,16,Total,Total,555001,62.58691426,347358,x,x,69.50816305,385771,69.68618075,386759,68.20564287,378542,68.34924622,379339,59.65484747,331085,59.80133369,331898,55.77125086,309531,0.176215899,978,0.096216043,534
